,source,target,length,Name_2,ID_2,geometry,unique_id,traffic_id,volume,1,2,3,4,5,6,7,8,9,10,11,12
316,404456,1123454,10430.24581,,,"MULTILINESTRING ((15.408414744760236 66.66535935408494, 15.47669302475705 66.75490002449139))",404456_1123454,39676V885922,473.0,473.0,619.0,721.0,792.0,1050.0,1749.0,2589.0,1906.0,1071.0,836.0,628.0,520.0
321,1124019,478377,14297.09429,,,"MULTILINESTRING ((15.446970410126731 67.20326558362503, 15.511435258122106 67.32901236024847))",1124019_478377,98609V885926,1043.0,1043.0,1249.0,1396.0,1464.0,1722.0,2419.0,3411.0,2661.0,1766.0,1517.0,1271.0,1078.0
325,478377,424260,10715.367,,,"MULTILINESTRING ((15.511435258122106 67.32901236024847, 15.562755363507593 67.42303670800565))",478377_424260,06012V885929,768.0,768.0,921.0,1026.0,1058.0,1437.0,1974.0,2892.0,2166.0,1422.0,1191.0,1012.0,
327,424260,478612,16589.58681,,,"MULTILINESTRING ((15.562755363507593 67.42303670800565, 15.741849857773806 67.5550022461934))",424260_478612,06012V885929,768.0,768.0,921.0,1026.0,1058.0,1437.0,1974.0,2892.0,2166.0,1422.0,1191.0,1012.0,
329,425017,1795488,16877.57493,,,"MULTILINESTRING ((15.920490233116507 67.64511231356728, 15.949539685938438 67.79603535570766))",425017_1795488,55974V2558758,643.0,643.0,789.0,874.0,924.0,1272.0,1805.0,2664.0,1973.0,1205.0,1021.0,834.0,715.0
333,1795488,392720,14645.50953,,,"MULTILINESTRING ((15.949539685938438 67.79603535570766, 15.887298009693476 67.92522929872062))",1795488_392720,55974V2558758,643.0,643.0,789.0,874.0,924.0,1272.0,1805.0,2664.0,1973.0,1205.0,1021.0,834.0,715.0
337,479509,394321,14996.81047,,,"MULTILINESTRING ((16.011284786482218 68.01985747954345, 15.93114715140356 68.15093835468511))",479509_394321,67127V885933,818.0,818.0,971.0,1079.0,1103.0,1413.0,1965.0,2848.0,2136.0,1383.0,1182.0,1005.0,885.0
340,479509,1118545,21280.79955,,,"MULTILINESTRING ((16.011284786482218 68.01985747954345, 16.434148861876494 68.12673266075845))",479509_1118545,67127V885933,818.0,818.0,971.0,1079.0,1103.0,1413.0,1965.0,2848.0,2136.0,1383.0,1182.0,1005.0,885.0
343,479509,469697,16240.07416,,,"MULTILINESTRING ((16.011284786482218 68.01985747954345, 15.663781534736984 68.08542861925736))",479509_469697,67127V885933,818.0,818.0,971.0,1079.0,1103.0,1413.0,1965.0,2848.0,2136.0,1383.0,1182.0,1005.0,885.0
346,1118545,436501,14159.88668,,,"MULTILINESTRING ((16.434148861876494 68.12673266075845, 16.600711846033114 68.23753563206884))",1118545_436501,51449V885379,758.0,,,,,,,,,,,758.0,676.0
347,436501,394321,29399.12009,,,"MULTILINESTRING ((16.600711846033114 68.23753563206884, 15.93114715140356 68.15093835468511))",436501_394321,31059V885934,711.0,711.0,741.0,830.0,832.0,1108.0,1556.0,2387.0,1740.0,1097.0,958.0,783.0,675.0
348,436501,398449,14112.5299,,,"MULTILINESTRING ((16.600711846033114 68.23753563206884, 16.82815809452178 68.33194773995392))",436501_398449,88157V885938,1687.0,1687.0,1812.0,1935.0,2088.0,2347.0,2689.0,3298.0,2834.0,2316.0,2187.0,2009.0,1914.0
351,398449,481815,16623.15558,,,"MULTILINESTRING ((16.82815809452178 68.33194773995392, 17.21097808768496 68.37923802564967))",398449_481815,88157V885938,1687.0,1687.0,1812.0,1935.0,2088.0,2347.0,2689.0,3298.0,2834.0,2316.0,2187.0,2009.0,1914.0
354,394321,469697,13309.58025,,,"MULTILINESTRING ((15.93114715140356 68.15093835468511, 15.663781534736984 68.08542861925736))",394321_469697,53934V886009,734.0,734.0,788.0,847.0,863.0,963.0,1162.0,1370.0,1224.0,943.0,922.0,886.0,764.0
356,394321,972194,33984.01068,,,"MULTILINESTRING ((15.93114715140356 68.15093835468511, 15.912575380281242 68.45554133850011))",394321_972194,61864V885947,1106.0,1106.0,1383.0,1545.0,1515.0,1891.0,2464.0,3332.0,2719.0,2032.0,1651.0,1397.0,1227.0
357,972194,1013052,12975.99245,,,"MULTILINESTRING ((15.912575380281242 68.45554133850011, 15.779622290492004 68.56116465968746))",972194_1013052,43980V1125817,1061.0,1061.0,1149.0,1200.0,1201.0,1518.0,1863.0,2412.0,2053.0,1609.0,1329.0,1206.0,1108.0
359,972821,423269,15027.81459,,,"MULTILINESTRING ((15.489227835448398 68.66471222476513, 15.531519021560143 68.79855797188053))",972821_423269,85865V1125817,1149.0,1149.0,1266.0,1577.0,1708.0,2081.0,2968.0,4514.0,3586.0,2205.0,1752.0,1401.0,1315.0
362,423269,470915,10226.6082,,,"MULTILINESTRING ((15.531519021560143 68.79855797188053, 15.613922659706477 68.88527007017474))",423269_470915,85865V1125817,1149.0,1149.0,1266.0,1577.0,1708.0,2081.0,2968.0,4514.0,3586.0,2205.0,1752.0,1401.0,1315.0
365,424475,416805,20056.08581,,,"MULTILINESTRING ((15.811105391871891 69.01628902971072, 16.087142431150376 69.16663826986958))",424475_416805,46507V886012,882.0,882.0,994.0,973.0,973.0,1099.0,1368.0,1644.0,1413.0,1136.0,1008.0,928.0,857.0
368,416805,471734,14585.7059,,,"MULTILINESTRING ((16.087142431150376 69.16663826986958, 16.050188669644648 69.29673125778598))",416805_471734,46507V886012,882.0,882.0,994.0,973.0,973.0,1099.0,1368.0,1644.0,1413.0,1136.0,1008.0,928.0,857.0
371,1147241,1000116,10567.25814,,,"MULTILINESTRING ((17.13045716169367 69.370028435714, 17.392999833935143 69.39028839744988))",1147241_1000116,41574V2303908,223.0,223.0,269.0,265.0,260.0,307.0,432.0,653.0,524.0,293.0,259.0,252.0,220.0
379,1000116,1013955,10991.37514,,,"MULTILINESTRING ((17.392999833935143 69.39028839744988, 17.333300477674097 69.48655671310877))",1000116_1013955,41574V2303908,223.0,223.0,269.0,265.0,260.0,307.0,432.0,653.0,524.0,293.0,259.0,252.0,220.0
387,673183,1012486,11292.01983,,,"MULTILINESTRING ((18.03117708535907 69.60784061419548, 18.32138730630487 69.60997046062023))",673183_1012486,41574V2303908,223.0,223.0,269.0,265.0,260.0,307.0,432.0,653.0,524.0,293.0,259.0,252.0,220.0
395,1012486,904019,18122.85444,,,"MULTILINESTRING ((18.32138730630487 69.60997046062023, 18.739562450193468 69.68208935145917))",1012486_904019,41574V2303908,223.0,223.0,269.0,265.0,260.0,307.0,432.0,653.0,524.0,293.0,259.0,252.0,220.0
403,977633,1004588,16743.21573,,,"MULTILINESTRING ((17.596263936513964 68.58169057387546, 17.912641291214122 68.67769358378513))",977633_1004588,92486V1126283,1401.0,1401.0,1743.0,2003.0,1877.0,2271.0,2904.0,3480.0,3043.0,2368.0,2007.0,1751.0,1572.0
405,1004588,913304,16774.54075,,,"MULTILINESTRING ((17.912641291214122 68.67769358378513, 18.17798711828136 68.79318210197937))",1004588_913304,92486V1126283,1401.0,1401.0,1743.0,2003.0,1877.0,2271.0,2904.0,3480.0,3043.0,2368.0,2007.0,1751.0,1572.0
407,914390,906112,14507.5567,,,"MULTILINESTRING ((18.449296971705813 68.92353936589716, 18.69819940455763 69.01800173755662))",914390_906112,90978V1126285,2482.0,2482.0,2850.0,2956.0,2993.0,3354.0,4052.0,4231.0,3851.0,3338.0,3133.0,2807.0,2507.0
410,914390,1041265,22854.00159,,,"MULTILINESTRING ((18.449296971705813 68.92353936589716, 18.577208046889886 69.1232255338375))",914390_1041265,90978V1126285,2482.0,2482.0,2850.0,2956.0,2993.0,3354.0,4052.0,4231.0,3851.0,3338.0,3133.0,2807.0,2507.0
413,906112,1041265,12690.86341,,,"MULTILINESTRING ((18.69819940455763 69.01800173755662, 18.577208046889886 69.1232255338375))",906112_1041265,23071V1125776,513.0,513.0,560.0,700.0,802.0,931.0,1358.0,1653.0,1354.0,1078.0,809.0,377.0,24.0
422,906112,906997,17329.73579,,,"MULTILINESTRING ((18.69819940455763 69.01800173755662, 19.128509512740827 68.99975768280214))",906112_906997,23071V1125776,513.0,513.0,560.0,700.0,802.0,931.0,1358.0,1653.0,1354.0,1078.0,809.0,377.0,24.0
431,906997,1016438,13945.9567,,,"MULTILINESTRING ((19.128509512740827 68.99975768280214, 19.445808169892352 69.05179865055423))",906997_1016438,23071V1125776,513.0,513.0,560.0,700.0,802.0,931.0,1358.0,1653.0,1354.0,1078.0,809.0,377.0,24.0
440,1015421,1023769,17477.93258,,,"MULTILINESTRING ((19.81381088619744 69.15787300093828, 19.939763457413616 69.3080418234275))",1015421_1023769,23071V1125776,513.0,513.0,560.0,700.0,802.0,931.0,1358.0,1653.0,1354.0,1078.0,809.0,377.0,24.0
449,207535,1809046,16242.87949,,,"MULTILINESTRING ((20.52629591048298 69.72585990590967, 20.869896533779425 69.8098650277356))",207535_1809046,23071V1125776,513.0,513.0,560.0,700.0,802.0,931.0,1358.0,1653.0,1354.0,1078.0,809.0,377.0,24.0
458,999186,1044431,13150.47784,,,"MULTILINESTRING ((21.199571694391288 69.83414082681627, 21.500520340637582 69.8902025898515))",999186_1044431,78080V1126298,445.0,445.0,470.0,532.0,568.0,639.0,892.0,1207.0,1121.0,708.0,559.0,468.0,425.0
463,1044431,908831,17489.14578,,,"MULTILINESTRING ((21.500520340637582 69.8902025898515, 21.933295162533767 69.84173221258663))",1044431_908831,78080V1126298,445.0,445.0,470.0,532.0,568.0,639.0,892.0,1207.0,1121.0,708.0,559.0,468.0,425.0
468,963886,339384,11453.40706,,,"MULTILINESTRING ((22.769601467788533 70.08908599465212, 23.005403308583297 70.02535972238202))",963886_339384,21606V930225,594.0,594.0,643.0,731.0,734.0,788.0,1138.0,1586.0,1281.0,834.0,675.0,569.0,517.0
470,339384,1824928,10948.81137,,,"MULTILINESTRING ((23.005403308583297 70.02535972238202, 23.17898004479712 69.94727581865229))",339384_1824928,25779V2413305,1915.0,1915.0,2043.0,2061.0,2439.0,2746.0,3293.0,3544.0,3414.0,2834.0,2435.0,2172.0,2003.0
472,1824928,282608,15356.42077,,,"MULTILINESTRING ((23.17898004479712 69.94727581865229, 23.21755923489104 69.81026704220814))",1824928_282608,85233V930344,235.0,235.0,263.0,372.0,357.0,386.0,586.0,938.0,677.0,443.0,303.0,266.0,255.0
480,282608,972185,19980.91257,,,"MULTILINESTRING ((23.21755923489104 69.81026704220814, 23.440297193067195 69.64866631095944))",282608_972185,85233V930344,235.0,235.0,263.0,372.0,357.0,386.0,586.0,938.0,677.0,443.0,303.0,266.0,255.0
488,965246,965151,20220.63607,,,"MULTILINESTRING ((23.60132871912281 69.36799787058189, 23.54369160522469 69.18788548745081))",965246_965151,85233V930344,235.0,235.0,263.0,372.0,357.0,386.0,586.0,938.0,677.0,443.0,303.0,266.0,255.0
496,965246,971594,15952.35343,,,"MULTILINESTRING ((23.60132871912281 69.36799787058189, 23.790696837224782 69.24165066212454))",965246_971594,85233V930344,235.0,235.0,263.0,372.0,357.0,386.0,586.0,938.0,677.0,443.0,303.0,266.0,255.0
504,965151,1100550,10370.9109,,,"MULTILINESTRING ((23.54369160522469 69.18788548745081, 23.328515550457286 69.13521469468797))",965151_1100550,85233V930344,235.0,235.0,263.0,372.0,357.0,386.0,586.0,938.0,677.0,443.0,303.0,266.0,255.0
512,965151,971594,11477.87565,,,"MULTILINESTRING ((23.54369160522469 69.18788548745081, 23.790696837224782 69.24165066212454))",965151_971594,02540V930326,263.0,263.0,265.0,366.0,344.0,359.0,471.0,550.0,528.0,442.0,330.0,298.0,306.0
516,972696,965937,17348.87197,,,"MULTILINESTRING ((23.486928339807193 69.9893632799504, 23.647760755456627 70.13486272261746))",972696_965937,65484V930593,1829.0,1829.0,2060.0,2136.0,2353.0,2555.0,3052.0,3282.0,3315.0,2690.0,,,
517,965937,973037,18949.18266,,,"MULTILINESTRING ((23.647760755456627 70.13486272261746, 24.076357808649803 70.22258442785318))",965937_973037,86951V930595,570.0,570.0,734.0,670.0,867.0,1024.0,1461.0,1829.0,1625.0,1097.0,883.0,731.0,655.0
520,973037,987800,18869.11093,,,"MULTILINESTRING ((24.076357808649803 70.22258442785318, 24.36597992066358 70.36060979949384))",973037_987800,86951V930595,570.0,570.0,734.0,670.0,867.0,1024.0,1461.0,1829.0,1625.0,1097.0,883.0,731.0,655.0
523,987800,973761,11515.06946,,,"MULTILINESTRING ((24.36597992066358 70.36060979949384, 24.271312595016767 70.45881210300477))",987800_973761,86951V930595,570.0,570.0,734.0,670.0,867.0,1024.0,1461.0,1829.0,1625.0,1097.0,883.0,731.0,655.0
526,987800,973572,18572.08124,,,"MULTILINESTRING ((24.36597992066358 70.36060979949384, 24.762030714434076 70.4608699493791))",987800_973572,57544V930596,874.0,874.0,932.0,1011.0,1039.0,1105.0,1308.0,1516.0,1409.0,1157.0,1102.0,1035.0,910.0
527,973761,1101130,16786.27915,,,"MULTILINESTRING ((24.271312595016767 70.45881210300477, 23.849794697376105 70.51154549280058))",973761_1101130,60195V930629,1105.0,1105.0,1259.0,1268.0,1401.0,1538.0,1769.0,,1911.0,1673.0,1447.0,1238.0,1078.0
528,1101130,963862,17805.56467,,,"MULTILINESTRING ((23.849794697376105 70.51154549280058, 23.670891232299034 70.65962659560992))",1101130_963862,78996V930347,9387.0,9387.0,9545.0,8586.0,9770.0,10248.0,10129.0,8737.0,9405.0,9955.0,10046.0,9990.0,9095.0
529,971594,971489,11885.0542,,,"MULTILINESTRING ((23.790696837224782 69.24165066212454, 23.952575813498278 69.33146964848142))",971594_971489,02540V930326,263.0,263.0,265.0,366.0,344.0,359.0,471.0,550.0,528.0,442.0,330.0,298.0,306.0
533,971489,971319,10655.81109,,,"MULTILINESTRING ((23.952575813498278 69.33146964848142, 24.191368734230537 69.3764521588226))",971489_971319,02540V930326,263.0,263.0,265.0,366.0,344.0,359.0,471.0,550.0,528.0,442.0,330.0,298.0,306.0
537,971319,971263,19582.90114,,,"MULTILINESTRING ((24.191368734230537 69.3764521588226, 24.681861766734862 69.40747011917183))",971319_971263,02540V930326,263.0,263.0,265.0,366.0,344.0,359.0,471.0,550.0,528.0,442.0,330.0,298.0,306.0
541,971263,971084,18528.09606,,,"MULTILINESTRING ((24.681861766734862 69.40747011917183, 25.14814133425391 69.43350612253523))",971263_971084,70654V930322,426.0,426.0,452.0,498.0,501.0,534.0,600.0,743.0,732.0,580.0,456.0,423.0,402.0
546,990279,975247,16685.25168,,,"MULTILINESTRING ((25.857272198960622 69.51382075520073, 25.91349720992236 69.66209494389166))",990279_975247,70654V930322,426.0,426.0,452.0,498.0,501.0,534.0,600.0,743.0,732.0,580.0,456.0,423.0,402.0
551,975247,990468,10161.07619,,,"MULTILINESTRING ((25.91349720992236 69.66209494389166, 26.08106781626579 69.73216590051328))",975247_990468,70654V930322,426.0,426.0,452.0,498.0,501.0,534.0,600.0,743.0,732.0,580.0,456.0,423.0,402.0
556,990468,990592,11101.2333,,,"MULTILINESTRING ((26.08106781626579 69.73216590051328, 26.2400545095223 69.81508777575765))",990468_990592,49453V930259,141.0,141.0,147.0,180.0,175.0,183.0,258.0,293.0,270.0,229.0,186.0,171.0,145.0
560,990684,990740,10750.47199,,,"MULTILINESTRING ((26.56674235308071 69.95307041780829, 26.847101979941304 69.95923608430209))",990684_990740,49453V930259,141.0,141.0,147.0,180.0,175.0,183.0,258.0,293.0,270.0,229.0,186.0,171.0,145.0
564,990740,990796,17039.03785,,,"MULTILINESTRING ((26.847101979941304 69.95923608430209, 27.29231881939327 69.96337878419159))",990740_990796,49453V930259,141.0,141.0,147.0,180.0,175.0,183.0,258.0,293.0,270.0,229.0,186.0,171.0,145.0
568,990796,975457,17293.35789,,,"MULTILINESTRING ((27.29231881939327 69.96337878419159, 27.60188161208045 70.07661506757435))",990796_975457,99312V930442,423.0,423.0,514.0,623.0,523.0,585.0,698.0,932.0,787.0,652.0,514.0,474.0,524.0
572,975457,967349,17975.20408,,,"MULTILINESTRING ((27.60188161208045 70.07661506757435, 28.074176213523724 70.08150816420779))",975457_967349,99312V930442,423.0,423.0,514.0,623.0,523.0,585.0,698.0,932.0,787.0,652.0,514.0,474.0,524.0
576,967349,1095954,12047.03481,,,"MULTILINESTRING ((28.074176213523724 70.08150816420779, 28.261649002416984 70.1686403713068))",967349_1095954,99312V930442,423.0,423.0,514.0,623.0,523.0,585.0,698.0,932.0,787.0,652.0,514.0,474.0,524.0
580,1046101,1097066,10761.33614,,,"MULTILINESTRING ((28.83618121363605 70.07550144759124, 29.09834125500583 70.03949255605829))",1046101_1097066,56355V2788140,427.0,427.0,477.0,482.0,544.0,591.0,793.0,903.0,839.0,727.0,575.0,459.0,413.0
584,1097066,1033036,19221.51498,,,"MULTILINESTRING ((29.09834125500583 70.03949255605829, 29.334680156190217 69.88744484488221))",1097066_1033036,56355V2788140,427.0,427.0,477.0,482.0,544.0,591.0,793.0,903.0,839.0,727.0,575.0,459.0,413.0
588,1033036,996372,19180.07545,,,"MULTILINESTRING ((29.334680156190217 69.88744484488221, 29.32222550334381 69.7155718573007))",1033036_996372,56355V2788140,427.0,427.0,477.0,482.0,544.0,591.0,793.0,903.0,839.0,727.0,575.0,459.0,413.0
592,996372,1008091,12388.17136,,,"MULTILINESTRING ((29.32222550334381 69.7155718573007, 29.642049008288318 69.71163343782099))",996372_1008091,68101V930654,362.0,362.0,427.0,524.0,454.0,478.0,640.0,839.0,712.0,542.0,442.0,373.0,435.0
594,150723,75715,17838.0865,,,"MULTILINESTRING ((10.100694921052066 61.6481937649063, 10.224006891187035 61.797185892430804))",150723_75715,24484V1060113,149.0,149.0,218.0,366.0,302.0,453.0,684.0,1439.0,956.0,668.0,387.0,245.0,220.0
596,75715,192932,25044.62165,,,"MULTILINESTRING ((10.224006891187035 61.797185892430804, 10.694652955829065 61.76826776900936))",75715_192932,75323V705231,140.0,140.0,225.0,324.0,275.0,408.0,618.0,1231.0,843.0,566.0,318.0,230.0,201.0
598,75715,75167,17030.16076,,,"MULTILINESTRING ((10.224006891187035 61.797185892430804, 10.047436678931916 61.92523776631729))",75715_75167,75323V705231,140.0,140.0,225.0,324.0,275.0,408.0,618.0,1231.0,843.0,566.0,318.0,230.0,201.0
600,75167,173678,18584.53527,,,"MULTILINESTRING ((10.047436678931916 61.92523776631729, 9.962813660624452 62.087182533783555))",75167_173678,70314V704662,132.0,132.0,181.0,244.0,248.0,397.0,623.0,1208.0,834.0,595.0,333.0,214.0,178.0
601,173678,139395,12332.76913,,,"MULTILINESTRING ((9.962813660624452 62.087182533783555, 10.160966355161083 62.147455471770954))",173678_139395,72758V704670,405.0,405.0,501.0,508.0,516.0,610.0,800.0,1231.0,637.0,731.0,605.0,525.0,453.0
603,173678,176234,11680.97466,,,"MULTILINESTRING ((9.962813660624452 62.087182533783555, 9.825036516318455 62.169793717782035))",173678_176234,98315V704673,230.0,230.0,321.0,378.0,389.0,555.0,829.0,1385.0,889.0,755.0,558.0,391.0,295.0
606,577069,577310,18918.88019,,,"MULTILINESTRING ((9.621484877936641 62.326176393877965, 9.589710278376014 62.49528426376437))",577069_577310,24362V72144,838.0,838.0,1123.0,1424.0,1486.0,2101.0,2800.0,4810.0,3706.0,2284.0,1625.0,1223.0,1075.0
608,577310,571898,13516.4618,,,"MULTILINESTRING ((9.589710278376014 62.49528426376437, 9.56434476421085 62.615991142202404))",577310_571898,53222V2438139,1797.0,1797.0,1982.0,2150.0,2180.0,2756.0,3400.0,4680.0,3683.0,2581.0,2381.0,2197.0,1982.0
609,571898,570841,17189.96811,,,"MULTILINESTRING ((9.56434476421085 62.615991142202404, 9.237315898698553 62.58324298604705))",571898_570841,21648V249012,720.0,720.0,936.0,1043.0,959.0,1127.0,1389.0,1927.0,1540.0,1159.0,1038.0,809.0,785.0
610,426353,391950,15976.46475,,,"MULTILINESTRING ((15.203862126374057 67.29607690368731, 14.833135161815038 67.29403427972393))",426353_391950,99098V2027237,3063.0,3063.0,3102.0,3067.0,3282.0,3554.0,4219.0,4286.0,4183.0,3706.0,3485.0,3081.0,2790.0
612,785888,887480,13111.47559,,,"MULTILINESTRING ((7.993736992102466 59.44596061819328, 7.804153831622513 59.37878138715881))",785888_887480,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
617,887480,1270672,18037.27029,,,"MULTILINESTRING ((7.804153831622513 59.37878138715881, 7.499128523730123 59.33450527935712))",887480_1270672,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
622,1270672,1281106,12764.13414,,,"MULTILINESTRING ((7.499128523730123 59.33450527935712, 7.407342550572255 59.43907882452971))",1270672_1281106,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
627,1270672,1159349,15571.34061,,,"MULTILINESTRING ((7.499128523730123 59.33450527935712, 7.526800285861123 59.19544605721219))",1270672_1159349,56756V521160,111.0,111.0,170.0,243.0,136.0,247.0,540.0,991.0,775.0,503.0,292.0,104.0,126.0
632,868805,892553,11681.71748,,,"MULTILINESTRING ((10.084414662448044 59.5092032765453, 10.010051871059183 59.60703378004697))",868805_892553,58372V1175478,4216.0,4216.0,4610.0,4683.0,4839.0,5300.0,5740.0,5327.0,5819.0,5658.0,5245.0,4625.0,4079.0
636,868805,613853,15489.78623,,,"MULTILINESTRING ((10.084414662448044 59.5092032765453, 9.820849141115485 59.54669793153654))",868805_613853,58372V1175478,4216.0,4216.0,4610.0,4683.0,4839.0,5300.0,5740.0,5327.0,5819.0,5658.0,5245.0,4625.0,4079.0
640,1786328,1716930,18491.93307,,,"MULTILINESTRING ((6.344923969729048 60.13451886317435, 6.040852736181423 60.06745990312882))",1786328_1716930,80069V805705,555.0,555.0,607.0,705.0,764.0,1006.0,1129.0,1581.0,1217.0,855.0,728.0,642.0,567.0
641,1617560,294323,10195.55224,,,"MULTILINESTRING ((10.388187720771576 60.222342188382605, 10.528225306432695 60.28175302818981))",1617560_294323,62963V1060678,7557.0,7557.0,8043.0,8253.0,8672.0,9037.0,10222.0,9607.0,10218.0,9526.0,9115.0,8640.0,7525.0
648,247212,247717,17437.8615,,,"MULTILINESTRING ((9.453881640145854 59.85330530550146, 9.280703695146201 59.98345078281497))",247212_247717,36539V181297,2125.0,2125.0,2523.0,2577.0,2277.0,2382.0,2768.0,3337.0,3112.0,2881.0,2694.0,2188.0,2101.0
657,247717,616516,16922.36242,,,"MULTILINESTRING ((9.280703695146201 59.98345078281497, 9.07122199919515 60.09339718740343))",247717_616516,36539V181297,2125.0,2125.0,2523.0,2577.0,2277.0,2382.0,2768.0,3337.0,3112.0,2881.0,2694.0,2188.0,2101.0
666,249980,237223,16345.24302,,,"MULTILINESTRING ((8.50422781406308 60.32846167907519, 8.369236996918588 60.459071317015244))",249980_237223,36539V181297,2125.0,2125.0,2523.0,2577.0,2277.0,2382.0,2768.0,3337.0,3112.0,2881.0,2694.0,2188.0,2101.0
675,1481196,1380475,15160.18748,,,"MULTILINESTRING ((11.197925494658506 59.61701288262286, 11.405350527617697 59.70362724888839))",1481196_1380475,50344V444250,2028.0,2028.0,2068.0,2065.0,2216.0,2348.0,2449.0,1927.0,2347.0,2345.0,2328.0,2250.0,2023.0
677,1380475,1380911,17567.13458,,,"MULTILINESTRING ((11.405350527617697 59.70362724888839, 11.52161792487346 59.85000605362914))",1380475_1380911,50344V444250,2028.0,2028.0,2068.0,2065.0,2216.0,2348.0,2449.0,1927.0,2347.0,2345.0,2328.0,2250.0,2023.0
679,1352939,45147,15974.49858,,,"MULTILINESTRING ((11.76236522198862 59.86049786650815, 12.000879270048982 59.939250955639736))",1352939_45147,08287V444243,1647.0,,,,,,,,,,,1647.0,1440.0
681,787061,505392,17720.63969,,,"MULTILINESTRING ((9.478258010098497 59.187647358683094, 9.25330048445809 59.297293836578326))",787061_505392,25258V521404,3524.0,3524.0,3802.0,3799.0,3640.0,3690.0,4075.0,4529.0,4351.0,4136.0,3462.0,3218.0,3082.0
684,505392,977290,13706.97111,,,"MULTILINESTRING ((9.25330048445809 59.297293836578326, 9.27726474538008 59.419725378203))",505392_977290,25258V521404,3524.0,3524.0,3802.0,3799.0,3640.0,3690.0,4075.0,4529.0,4351.0,4136.0,3462.0,3218.0,3082.0
687,505392,955480,17788.84516,,,"MULTILINESTRING ((9.25330048445809 59.297293836578326, 9.04440656559269 59.41613268868109))",505392_955480,25258V521404,3524.0,3524.0,3802.0,3799.0,3640.0,3690.0,4075.0,4529.0,4351.0,4136.0,3462.0,3218.0,3082.0
690,955480,977290,13227.10207,,,"MULTILINESTRING ((9.04440656559269 59.41613268868109, 9.27726474538008 59.419725378203))",955480_977290,76251V521213,2291.0,2291.0,2295.0,2288.0,2616.0,3008.0,3139.0,2966.0,2983.0,2933.0,2890.0,2686.0,2377.0
692,33684,109296,19115.90071,,,"MULTILINESTRING ((11.523792269549846 60.40053763514354, 11.50872679261953 60.57194187306214))",33684_109296,95419V704716,3760.0,3760.0,3879.0,3692.0,4066.0,4069.0,4489.0,3766.0,4262.0,4261.0,4260.0,4030.0,3606.0
693,15122,40898,18740.62653,,,"MULTILINESTRING ((12.05971598285532 60.353400838066804, 12.065856351430963 60.52157198049954))",15122_40898,62931V705208,3243.0,3243.0,3454.0,3520.0,3605.0,3643.0,4088.0,3658.0,3930.0,3766.0,3561.0,3287.0,3293.0
694,294485,1853728,17113.71021,,,"MULTILINESTRING ((7.43590357619575 62.53773084485123, 7.146146447076519 62.613332959522104))",294485_1853728,60539V248942,1844.0,1844.0,2045.0,2143.0,2168.0,2396.0,2588.0,3136.0,2779.0,2291.0,2169.0,1937.0,1885.0
697,968532,761920,16483.19627,,,"MULTILINESTRING ((8.51282070878726 59.35113202374387, 8.506060865652444 59.20320830142112))",968532_761920,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
701,968532,751810,25293.11461,,,"MULTILINESTRING ((8.51282070878726 59.35113202374387, 8.808809284380057 59.182046495831464))",968532_751810,39608V521433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,761920,751810,17463.10067,,,"MULTILINESTRING ((8.506060865652444 59.20320830142112, 8.808809284380057 59.182046495831464))",761920_751810,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
707,761920,759628,18008.593,,,"MULTILINESTRING ((8.506060865652444 59.20320830142112, 8.50332225028447 59.04155340439781))",761920_759628,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
711,759628,288587,17428.21832,,,"MULTILINESTRING ((8.50332225028447 59.04155340439781, 8.570531328247121 58.8889978333845))",759628_288587,78456V521428,919.0,919.0,1042.0,1049.0,894.0,1099.0,1256.0,1833.0,1585.0,1332.0,1079.0,877.0,818.0
715,1788318,1695818,14311.91069,,,"MULTILINESTRING ((6.490003451249416 60.74159320214214, 6.686629406981254 60.826783335524965))",1788318_1695818,09047V805597,3091.0,3091.0,3672.0,3964.0,3484.0,3931.0,4959.0,6386.0,5502.0,3937.0,3442.0,2969.0,3084.0
718,1788318,1721403,16897.26804,,,"MULTILINESTRING ((6.490003451249416 60.74159320214214, 6.494875714278582 60.89322009368687))",1788318_1721403,09047V805597,3091.0,3091.0,3672.0,3964.0,3484.0,3931.0,4959.0,6386.0,5502.0,3937.0,3442.0,2969.0,3084.0
721,1721403,1681444,16278.55149,,,"MULTILINESTRING ((6.494875714278582 60.89322009368687, 6.54490902826586 61.03727089574781))",1721403_1681444,49929V1728794,1275.0,1275.0,1599.0,1759.0,1308.0,1192.0,1569.0,2055.0,1725.0,1223.0,1122.0,1023.0,1184.0
