source,target,length_m,length_km,geometry,trafficPoint_ID,gradient_per_meter,volume
834022,518394,7222.502809,7.222502809,"LINESTRING (9.81728377826774 59.087198665128795, 9.710202487900066 59.1217787361298)",55265V521064,0.003300241,15149
837851,834022,8887.23846,8.88723846,"LINESTRING (9.965983923469823 59.06378414620233, 9.81728377826774 59.087198665128795)",33313V2014318,0.004664779,14231
861726,778683,9759.318141,9.759318141,"LINESTRING (9.283732934759666 58.896979523473895, 9.132549187026298 58.857019860088165)",70867V521066,-0.009196749,5921
875935,892203,5886.735524,5.886735524,"LINESTRING (10.314116650727321 59.469420860449375, 10.363971118559006 59.42294044689609)",39653V2172095,0.005619413,23133
884154,861726,4087.47324,4.08747324,"LINESTRING (9.31850066794277 58.929057419356106, 9.283732934759666 58.896979523473895)",59274V521379,0.004217765,5326
892203,815860,5016.241093,5.016241093,"LINESTRING (10.363971118559006 59.42294044689609, 10.375356937274749 59.37820215898673)",41419V1669366,0.005885283,21443
917667,633563,5124.014737,5.124014737,"LINESTRING (8.724604070430924 58.46166752776266, 8.699213724223082 58.41754396021934)",14111V22152,0.007114929,19459
918793,1160470,4164.047896,4.164047896,"LINESTRING (10.314269949976332 59.72729955011307, 10.26212545261025 59.7539813303468)",17567V180905,0.008344765,16506
925287,819302,6311.832058,6.311832058,"LINESTRING (10.185379201162403 59.153390029772325, 10.113199421790272 59.1103704455132)",33123V2258515,-0.002772095,21357
925506,957739,28334.73092,28.33473092,"LINESTRING (15.320290048572064 66.55311052205113, 15.421321289012283 66.80477246680042)",39676V885922,0.016839087,473
931408,1164626,16916.86139,16.91686139,"LINESTRING (9.037726022529313 58.74362911082902, 8.899680688389237 58.609482149283856)",16720V22149,0.001309758,6780
932076,938601,6255.531345,6.255531345,"LINESTRING (10.327657826643579 59.287286628564146, 10.27517829538243 59.23783522789951)",25000V2252921,-0.007701824,27134
932344,659061,3744.872894,3.744872894,"LINESTRING (13.209798120784669 65.84047220282731, 13.224667739200482 65.87359694637054)",09793B885912,-0.019466615,22
932927,875935,7154.95583,7.15495583,"LINESTRING (10.212159895883858 59.50764191479704, 10.314116650727321 59.469420860449375)",46293V2172092,-0.002246275,17701
935246,1012112,2855.305325,2.855305325,"LINESTRING (18.94654393216248 69.62504383693592, 18.98234825405135 69.64749709904893)",85147V1201967,0.001888765,10423
936216,1173462,11482.8834,11.4828834,"LINESTRING (7.7880812904613625 62.975442135813765, 8.000999268737091 63.011725884111456)",87500V2407154,-0.00223942,2433
938601,939342,4079.259742,4.079259742,"LINESTRING (10.27517829538243 59.23783522789951, 10.235397791793455 59.20731511807873)",35088V2252983,-0.008099018,26467
939314,1837088,6449.340347,6.449340347,"LINESTRING (7.183485938297938 58.12538397271007, 7.092010401239533 58.157521032834055)",48837V121751,0.000159086,5669
939342,1525237,3802.746906,3.802746906,"LINESTRING (10.235397791793455 59.20731511807873, 10.205965764295591 59.176617546677676)",56300V1175677,-0.006072453,4812
941253,1854849,11347.93684,11.34793684,"LINESTRING (14.561378734002387 68.23566953072798, 14.287211744316973 68.24488248602316)",01749V885956,-0.001789753,7122
