,Name,Latitude,Longitude,geometry
108,Rema 1000 Ulsteinvik,62.33763,5.85293,POINT (5.85293 62.33763)
109,Stad Kommune - Leikanger Sentrum,62.12013,5.31701,POINT (5.31701 62.12013)
110,Lom,61.83618,8.56653,POINT (8.56653 61.83618)
111,Svelgen,61.76841,5.29211,POINT (5.29211 61.76841)
112,Hardbakke,61.071742,4.840136,POINT (4.840136 61.071742)
113,Engeli omsorgsboliger,60.61665,12.00475,POINT (12.00475 60.61665)
114,Joker Hedalen,60.59944,9.74472,POINT (9.74472 60.59944)
115,Nesbyen Auto AS,60.556917,9.12913,POINT (9.12913 60.556917)
116,Skjold Borettslag,60.30719,5.34181,POINT (5.34181 60.30719)
117,Kiwi Moberg,60.181583,5.453698,POINT (5.453698 60.181583)
118,Oseana kunst og kultursenter,60.18141,5.46679,POINT (5.46679 60.18141)
119,Viksveien  2,60.07742,10.27884,POINT (10.27884 60.07742)
120,Romerikssenteret,60.076786,11.135482,POINT (11.135482 60.076786)
121,Skreddergata 1,59.96003,10.47427,POINT (10.47427 59.96003)
122,Ringstabekk Skole,59.91882,10.60067,POINT (10.60067 59.91882)
123,Gamle Drammensvei 119,59.90239,10.57104,POINT (10.57104 59.90239)
124,Dønskiveien 46,59.90068,10.50095,POINT (10.50095 59.90068)
125,Hynion Høvik,59.89859,10.57581,POINT (10.57581 59.89859)
126,Joker Hektnersletta,59.89802,11.09551,POINT (11.09551 59.89802)
127,Solvik BBS,59.89297,10.56105,POINT (10.56105 59.89297)
128,Esso Bømlo,59.79803,5.23112,POINT (5.23112 59.79803)
129,Albjerk Bil Drammen,59.75421,10.13318,POINT (10.13318 59.75421)
130,Shell Mjøndalen,59.75158,10.02378,POINT (10.02378 59.75158)
131,Lyseren Strandpark,59.7062,11.09989,POINT (11.09989 59.7062)
132,Esso Kobbervikdalen,59.70269,10.24453,POINT (10.24453 59.70269)
133,Stortorvet senter,59.66826,9.65272,POINT (9.65272 59.66826)
134,Stopp Tune,59.28719,11.086506,POINT (11.086506 59.28719)
135,Apenesfjellet p-hus,59.21158,10.94104,POINT (10.94104 59.21158)
136,Kammerfossveien,58.87614,9.36416,POINT (9.36416 58.87614)
137,Eikerapen Turistsenter,58.53883,7.35682,POINT (7.35682 58.53883)
138,Møller Bil Egersund,58.47998,5.99785,POINT (5.99785 58.47998)
139,Utsikten Hotell,58.30637,6.97038,POINT (6.97038 58.30637)
140,Aksdal South Supercharger,59.421206,5.4435,POINT (5.4435 59.421206)
141,Circle K Klett,63.32481,10.30589,POINT (10.30589 63.32481)
142,Tynset sentrum,62.274615,10.779675,POINT (10.779675 62.274615)
143,Hernes Supercharger,60.932103,11.675676,POINT (11.675676 60.932103)
144,Mo I Rana Supercharger,66.307374,14.152668,POINT (14.152668 66.307374)
145,Arna Supercharger,60.421924,5.46703,POINT (5.46703 60.421924)
146,Levanger Supercharger,63.734517,11.281552,POINT (11.281552 63.734517)
