x,y,osmid,roadclass,isBridge,isTunnel,elevation,OD,CS,merged_nodes,geometry
10.73636987863307,62.28645652878015,193942,1,0,0,485.625,0,0,"[193942, 82058, 194249, 194299, 178871, 83717, 160023]",POINT (10.73636987863307 62.28645652878015)
10.971442107205744,62.3924759057192,75831,3,0,0,519.963,0,0,"[75831, 82058, 73649, 75888, 83717]",POINT (10.971442107205744 62.3924759057192)
11.217918892703262,62.49904009698156,207921,3,0,0,600.631,0,0,"[207921, 73649, 208224]",POINT (11.217918892703262 62.49904009698156)
11.38393273284974,62.56971388228006,604505,3,1,0,629.109,1,0,"[604505, 604413, 208224]",POINT (11.38393273284974 62.56971388228006)
8.791784217837058,62.12411394099447,118220,0,0,0,596.477,0,0,"[118220, 241932, 264047, 212321, 241945]",POINT (8.791784217837058 62.12411394099447)
8.53558219215742,62.19316416819966,213247,0,0,0,635.38,0,1,"[213247, 264047, 162104]",POINT (8.53558219215742 62.19316416819966)
8.206247024547412,62.2579431054704,956934,0,0,0,571.984,0,1,"[956934, 162104, 945876]",POINT (8.206247024547412 62.2579431054704)
7.997447391504449,62.415240744397735,1233018,0,0,0,166.611,0,0,"[1233018, 946033]",POINT (7.997447391504449 62.415240744397735)
7.82102664222215,62.462764883135,946172,0,0,0,69.193,0,0,"[946172, 1287563]",POINT (7.82102664222215 62.462764883135)
7.6856623108059585,62.55823007152966,1233297,0,0,0,9.232,0,1,"[1233297, 1287563, 296451, 1237043, 946295, 946296, 332960, 1237055, 1841395]",POINT (7.6856623108059585 62.55823007152966)
7.501046622987909,62.6543098005468,1841573,3,0,0,24.328,0,0,"[1841573, 1237043, 1841615, 1237055]",POINT (7.501046622987909 62.6543098005468)
7.381417301109379,62.73419046879383,1841989,3,0,0,36.163,0,0,"[1841989, 1221158, 1221826, 297815]",POINT (7.381417301109379 62.73419046879383)
7.5990785475469576,62.8449945959766,1222115,0,0,0,205.253,0,0,"[1222115, 1221826, 1222448, 331468, 294924, 297815]",POINT (7.5990785475469576 62.8449945959766)
7.770173007389422,62.96529732221286,1222862,0,0,0,1.508,0,0,"[1222862, 1222448, 1590138, 1159120, 1219548, 294924]",POINT (7.770173007389422 62.96529732221286)
7.814556190493459,63.10699021566828,1842326,1,0,0,8.322,1,0,"[1842326, 1590138]",POINT (7.814556190493459 63.10699021566828)
10.490688151472442,62.382565245962354,82574,1,0,0,729.595,0,0,"[82574, 194249, 82246, 194299]",POINT (10.490688151472442 62.382565245962354)
10.356630745385788,62.536118528184566,171916,1,0,0,588.435,0,0,"[171916, 82246, 81543, 195542]",POINT (10.356630745385788 62.536118528184566)
10.216270782842399,62.63914271471516,81162,1,0,0,536.157,0,0,"[81162, 81543, 583869, 160511, 195542]",POINT (10.216270782842399 62.63914271471516)
9.993493363572165,62.76111849130077,600642,0,0,0,384.513,0,0,"[600642, 583869, 600966, 545829, 583881, 601001]",POINT (9.993493363572165 62.76111849130077)
10.102873298603148,62.892874832462425,578266,0,0,0,399.82,0,0,"[578266, 600966, 660292, 530009, 601001]",POINT (10.102873298603148 62.892874832462425)
10.300080623909873,63.04522706113908,601315,0,0,0,68.088,0,0,"[601315, 660292, 601330, 601554, 584442, 601237]",POINT (10.300080623909873 63.04522706113908)
10.303499103530696,63.21078817813639,30143,0,0,0,18.855,0,0,"[30143, 601554, 621071, 29465, 375437]",POINT (10.303499103530696 63.21078817813639)
10.376575753705303,63.36490577435001,648987,0,0,0,136.571,0,0,"[648987, 621071, 621316, 673434, 623126, 673510, 601828]",POINT (10.376575753705303 63.36490577435001)
10.557991841861927,63.423070749767135,1528788,0,0,0,75.8,0,0,"[1528788, 621316, 622044, 623126, 579066, 601828]",POINT (10.557991841861927 63.423070749767135)
10.884656551196416,63.445444071499935,256026,0,0,0,14.437,0,0,"[256026, 622044, 627928, 559674, 256046]",POINT (10.884656551196416 63.445444071499935)
10.967687216228008,63.57040438584388,628231,0,0,0,98.977,0,0,"[628231, 627928, 1814472, 1814479, 559674]",POINT (10.967687216228008 63.57040438584388)
11.174599128810218,63.711405601253354,203573,0,0,0,24.861,0,0,"[203573, 1814472, 248205, 1814479]",POINT (11.174599128810218 63.711405601253354)
11.36720781854637,63.7458549805268,825817,0,0,0,63.346,0,0,"[825817, 629352, 629362, 541537, 248205]",POINT (11.36720781854637 63.7458549805268)
11.426125872977213,63.88878716991126,564227,0,0,0,69.223,0,0,"[564227, 629352, 831046, 629831, 629362]",POINT (11.426125872977213 63.88878716991126)
11.487835587281484,64.0418807398558,672830,0,0,0,69.238,0,0,"[672830, 831046, 635402, 561077, 635412, 362194, 630889]",POINT (11.487835587281484 64.0418807398558)
11.289057730180852,64.13727888651295,635829,3,0,0,40.316,0,0,"[635829, 635402, 602696, 635835, 635412]",POINT (11.289057730180852 64.13727888651295)
11.206290382893053,64.29691257405695,565071,3,0,0,3.005,0,0,"[565071, 602696, 543883, 636533, 565082]",POINT (11.206290382893053 64.29691257405695)
11.474306886000477,64.40796057779471,636819,3,0,0,53.703,0,0,"[636819, 543883, 501608, 636533]",POINT (11.474306886000477 64.40796057779471)
11.757480417685901,64.14636179393227,579630,0,0,0,66.265,0,0,"[579630, 561077, 631552, 631559, 560361, 630889]",POINT (11.757480417685901 64.14636179393227)
12.097878183840866,64.2313513570321,567291,0,0,0,158.45,0,0,"[567291, 631552, 567402, 568389, 631559]",POINT (12.097878183840866 64.2313513570321)
12.346468256314008,64.31157666507445,567618,0,0,0,158.983,0,0,"[567618, 567402, 632174, 568389]",POINT (12.346468256314008 64.31157666507445)
12.328849029310486,64.47983801818003,632344,0,0,0,49.568,0,0,"[632344, 632174, 632623, 582057, 1617144, 632183]",POINT (12.328849029310486 64.47983801818003)
12.485690539203016,64.55955828092455,1206644,0,0,0,88.563,0,1,"[1206644, 632623, 633026, 582428]",POINT (12.485690539203016 64.55955828092455)
12.740923210808566,64.68906103415571,633194,0,0,0,149.525,0,0,"[633194, 633026, 633090]",POINT (12.740923210808566 64.68906103415571)
12.865747415862504,64.76176406424261,633646,0,0,0,153.522,0,0,"[633646, 589991, 633678]",POINT (12.865747415862504 64.76176406424261)
13.077152094133766,64.909085366697,1533131,0,0,0,193.702,0,0,"[1533131, 589991, 634120, 634133]",POINT (13.077152094133766 64.909085366697)
13.255500172396536,65.01450535409751,584864,0,0,0,204.181,0,0,"[584864, 634120, 570450, 584696, 634133]",POINT (13.255500172396536 65.01450535409751)
13.374808558945455,65.1766030318369,1121452,0,0,0,351.649,0,0,"[1121452, 570450, 674008, 584696]",POINT (13.374808558945455 65.1766030318369)
13.37749238120552,65.33163840909017,674383,0,0,0,177.601,0,0,"[674383, 674008, 672571]",POINT (13.37749238120552 65.33163840909017)
13.408063225766234,65.50399194339582,1812590,0,0,0,139.877,0,0,"[1812590, 672571, 1812530]",POINT (13.408063225766234 65.50399194339582)
13.38243599281949,65.59601844295517,376004,0,0,0,50.603,0,0,"[376004, 1122393]",POINT (13.38243599281949 65.59601844295517)
13.279798813135514,65.73714127461857,1122526,0,0,0,74.0,0,0,"[1122526, 1122393, 473226, 383957]",POINT (13.279798813135514 65.73714127461857)
13.209826048675522,65.83733729349724,932344,0,0,0,5.723,0,1,"[932344, 473226, 658623, 932355]",POINT (13.209826048675522 65.83733729349724)
13.421358399481024,65.96023180582729,658802,0,0,0,37.212,0,0,"[658802, 658623, 658969, 658824]",POINT (13.421358399481024 65.96023180582729)
13.749913666524616,66.06665272597306,474129,0,0,1,309.519,0,0,"[474129, 474264, 474274, 474038]",POINT (13.749913666524616 66.06665272597306)
13.84145644099651,66.16522557292598,474672,0,0,0,10.675,0,0,"[474672, 474264, 1172873, 474274]",POINT (13.84145644099651 66.16522557292598)
14.026575564090074,66.27459920318513,475387,0,0,0,12.806,0,0,"[475387, 1172873, 1524328, 490692, 450473]",POINT (14.026575564090074 66.27459920318513)
14.314829383394034,66.35570865169957,690247,0,0,0,67.818,0,0,"[690247, 1524328, 490692, 1808622, 1808626, 690266, 450473]",POINT (14.314829383394034 66.35570865169957)
14.62589181099171,66.38742587799526,1600133,0,0,0,139.343,0,0,"[1600133, 1808622, 1600024, 1808626]",POINT (14.62589181099171 66.38742587799526)
14.824487476490367,66.44366720429298,355270,0,0,0,124.866,0,0,"[355270, 1172991, 355303, 1600024]",POINT (14.824487476490367 66.44366720429298)
15.127651738621482,66.45166817757855,467676,0,0,0,318.007,0,0,"[467676, 1172991, 348229]",POINT (15.127651738621482 66.45166817757855)
15.351420601655589,66.57708354736366,1123339,0,1,0,676.483,0,0,"[1123339, 348229, 1123344]",POINT (15.351420601655589 66.57708354736366)
15.408414744760236,66.66535935408494,404456,0,0,0,680.459,0,0,"[404456, 404474, 1123344]",POINT (15.408414744760236 66.66535935408494)
15.47669302475705,66.75490002449139,1123454,0,0,0,338.822,0,0,"[1123454, 476550, 404957, 404474]",POINT (15.47669302475705 66.75490002449139)
15.294883397499392,66.88773974203498,400882,0,0,0,74.811,0,0,"[400882, 476550, 476923, 404957]",POINT (15.294883397499392 66.88773974203498)
15.385427901083114,67.0577229893482,477116,0,0,0,1.637,0,0,"[477116, 476923, 1123582, 1120048, 477144, 476948]",POINT (15.385427901083114 67.0577229893482)
15.446970410126731,67.20326558362503,1124019,0,0,1,308.598,0,0,"[1124019, 1123582, 405488, 411589, 1240812, 1124038, 1120048, 406545]",POINT (15.446970410126731 67.20326558362503)
15.511435258122106,67.32901236024847,478377,0,0,0,55.819,0,0,"[478377, 405488, 998725, 411589, 1240812]",POINT (15.511435258122106 67.32901236024847)
15.562755363507593,67.42303670800565,424260,0,0,0,104.944,0,0,"[424260, 998725, 478398]",POINT (15.562755363507593 67.42303670800565)
15.741849857773806,67.5550022461934,478612,0,0,0,240.45,0,0,"[478612, 478398, 390712, 424773]",POINT (15.741849857773806 67.5550022461934)
15.920490233116507,67.64511231356728,425017,0,0,0,190.666,0,0,"[425017, 390712, 478752, 478795, 424773]",POINT (15.920490233116507 67.64511231356728)
15.949539685938438,67.79603535570766,1795488,0,0,0,198.532,0,0,"[1795488, 478752, 479077, 1795501, 478795]",POINT (15.949539685938438 67.79603535570766)
