u,v,diff_hour_00_feb,diff_hour_01_feb,diff_hour_02_feb,diff_hour_03_feb,diff_hour_04_feb,diff_hour_05_feb,diff_hour_06_feb,diff_hour_07_feb,diff_hour_08_feb,diff_hour_09_feb,diff_hour_10_feb,diff_hour_11_feb,diff_hour_12_feb,diff_hour_13_feb,diff_hour_14_feb,diff_hour_15_feb,diff_hour_16_feb,diff_hour_17_feb,diff_hour_18_feb,diff_hour_19_feb,diff_hour_20_feb,diff_hour_21_feb,diff_hour_22_feb,diff_hour_23_feb
248951,249980,3.11634191114458,3.2185775474721363,3.267003547761318,3.280946802229962,3.254235852963514,3.049099953258254,2.2768068224193767,1.647035881299312,1.7434854936442088,1.7873207482114408,1.4878407945590255,1.1549927482713813,0.9887698271013488,0.8785430940146086,0.6517935926672078,0.319817771481004,0.5862830006858117,1.0119278366164295,1.3322415861816923,1.6652095104385922,1.9955209536396574,2.3262100907653798,2.635386891343667,2.9246077418300893
1514307,1514769,6.637909663511189,6.696330027126935,6.724002027292181,6.7319696012742645,6.7167062016934365,6.599485687576145,6.158175327096786,5.798306217885321,5.853420282082405,5.878468998977966,5.707337596890872,5.517138713297932,5.422154186915057,5.359167482294062,5.229596338666976,5.039895869417716,5.1921617146776065,5.435387335209388,5.6184237635323955,5.808691148822053,5.997440544936947,6.186405766151646,6.363078223624952,6.5283472810457654
1514769,1481196,1.1406554616179017,1.2341280434030961,1.2784032436674906,1.2911513620388226,1.2667299227094986,1.0791771001218324,0.3730805233548584,-0.20271005138348608,-0.11452754866815207,-0.07444960163525405,-0.34825984497460527,-0.6525780587233085,-0.8045533009359098,-0.9053320283295005,-1.1126458581328387,-1.4161666089316536,-1.1725412565158293,-0.7833802636649789,-0.49052197834816713,-0.18609416188471561,0.11590487189911536,0.418249225842633,0.700925157799924,0.9653556496732245
1380911,1352939,2.66222321398451,2.7118805230578946,2.735401723198354,2.7421741610831245,2.7292002714394212,2.6295628344397235,2.254449028032268,1.948560285202523,1.995407239770044,2.0166986491312713,1.8712369573572407,1.7095679063032423,1.6288310588777977,1.5752923599499526,1.4651568878669292,1.303911489005059,1.4333374574759656,1.6400792349279798,1.795660199002536,1.9573874764987447,2.117824463196405,2.2784449012288985,2.4286164900812093,2.5690951888889004
45147,190652,2.5921612381669568,2.8112376017260066,2.915007602345681,2.944886004778491,2.8876482563503876,2.4480713284105446,0.7931574766129494,-0.5563516829300457,-0.34967394219098136,-0.2557412538326269,-0.8974840116592309,-1.6107298251327546,-1.966921799068539,-2.2031219413972667,-2.6890137299988406,-3.4003904896835633,-2.829393569958975,-1.9172974929647943,-1.230910886753517,-0.5174081919173021,0.1904020435135516,0.8990216230686712,1.561543338593572,2.18130230392162
359812,360325,22.332816699784857,22.645365645129104,22.79341084601317,22.836037366817312,22.754378179059884,22.127248428532376,19.766237999967807,17.840938265686468,18.135798509140866,18.26980914453212,17.354256143366165,16.336692116143936,15.82852489999555,15.491546030273232,14.79834041186832,13.783442901384783,14.598065173525196,15.899322243370225,16.878567134898315,17.896497646197982,18.906306915412667,19.917270848911304,20.862468496393497,21.746657953594845
360325,974920,77.2516832833477,79.719943646113,80.88908565309465,81.22571565383764,80.58083702154768,75.62827030009211,56.98290756983921,41.7784377056548,44.10700691798159,45.16531520681905,37.93501346863931,29.89911063683762,25.886014397161112,23.224826126924107,17.750445308679716,9.735600482898505,16.16883244512887,26.44511491259663,34.17840400924369,42.21720103773171,50.191863023585995,58.17564361990701,65.64005494815423,72.62267262418356
1062891,1551524,14.135296742900174,14.266742561035604,14.329004561407409,14.346931602867095,14.312588953810232,14.048842797046326,13.05589448596777,12.246188990241972,12.37019563468541,12.426555247700424,12.041509593004461,11.613562104920348,11.399846920558877,11.25812683516164,10.966591762000697,10.539765706189861,10.882363858024615,11.429621504221124,11.84145346794789,12.26955508484962,12.694241226108131,13.119412973841204,13.516926003156144,13.888781382352972
1551524,627368,7.38666964195353,7.535641569173683,7.6062051695950625,7.6265224832493725,7.587600814318263,7.288688503319169,6.163347084096805,5.245680855607568,5.386221719310132,5.450095947393812,5.013710872071722,4.528703718909727,4.2864931766333925,4.125877079849857,3.7954706636007876,3.3117344670151763,3.7000123724278957,4.320237704783938,4.786980597007608,5.272162429496234,5.753473389589214,6.2353347036866955,6.685849470243628,7.1072855666667
355581,357850,160.34889285593798,160.54752209223153,160.64160689279336,160.66869664433244,160.61680108575763,160.21825133775883,158.71779611212904,157.49424114081003,157.68162895908011,157.76679459652505,157.18494782942892,156.53827162521293,156.21532423551113,156.00116943979975,155.56062755146766,154.91564595602017,155.43334982990382,156.26031693971186,156.8826407960101,157.52954990599494,158.17129785278556,158.81377960491554,159.41446596032478,159.97638075555554
40898,68908,5.559477415877796,5.574082506781734,5.581000506823045,5.582992400318566,5.579176550423359,5.549871421894036,5.439543831774197,5.34957655447133,5.363355070520601,5.369617249744492,5.326834399222718,5.2792846783244824,5.255538546728764,5.239791870573515,5.2073990846667435,5.1599739673544285,5.198040428669401,5.258846833802346,5.304605940883098,5.352172787205513,5.399360136234236,5.446601441537911,5.490769555906238,5.532086820261441
68908,198845,5.527059348580035,5.553348512207121,5.565800912281482,5.569386320573418,5.562517790762046,5.509768559409265,5.311178897193553,5.149237798048394,5.174039126937082,5.1853110495400845,5.108301918600892,5.022712420984069,4.979969384111775,4.951625367032328,4.893318352400139,4.807953141237972,4.876472771604923,4.985924300844224,5.068290693589578,5.153911016969923,5.238848245221626,5.32388259476824,5.403385200631228,5.477756276470594
1853728,944766,12.037909663511188,12.096330027126934,12.124002027292182,12.131969601274264,12.116706201693436,11.999485687576145,11.558175327096786,11.198306217885321,11.253420282082404,11.278468998977965,11.10733759689087,10.91713871329793,10.822154186915055,10.759167482294062,10.629596338666975,10.439895869417716,10.592161714677605,10.835387335209388,11.018423763532395,11.208691148822052,11.397440544936947,11.586405766151644,11.763078223624952,11.928347281045765
1853728,943964,2.5028786756024117,2.646008566460991,2.713804966865845,2.7333255231219473,2.6959301941489198,2.408739934561556,1.327529551387127,0.4458502338190371,0.5808796911018921,0.6422490474960174,0.22297711238263584,-0.2430101524200663,-0.475722242058112,-0.6300396683795477,-0.9474889702659093,-1.4122551199265945,-1.0392037990398637,-0.44330102873699895,0.005138220654369086,0.47129331461402924,0.9337293350955205,1.3966941270715318,1.8295416478811337,2.234450838562125
