u,v,diff_hour_00_may,diff_hour_01_may,diff_hour_02_may,diff_hour_03_may,diff_hour_04_may,diff_hour_05_may,diff_hour_06_may,diff_hour_07_may,diff_hour_08_may,diff_hour_09_may,diff_hour_10_may,diff_hour_11_may,diff_hour_12_may,diff_hour_13_may,diff_hour_14_may,diff_hour_15_may,diff_hour_16_may,diff_hour_17_may,diff_hour_18_may,diff_hour_19_may,diff_hour_20_may,diff_hour_21_may,diff_hour_22_may,diff_hour_23_may
794436,735703,227.07674946949223,227.95013390554766,228.3638303080181,228.48294553905023,228.25475771531686,226.50231102926335,219.90472114009694,214.52467795738553,215.34863321713192,215.72311153472057,213.1646970735185,210.32122376380406,208.90120509438006,207.9595538602962,206.02246526307127,203.18644324779484,205.4628176344302,209.09904066138031,211.8354352648093,214.67993267488967,217.50173614680733,220.32676620396708,222.96801944319301,225.43879185163416
794436,1394577,135.3651018895869,135.55788908951885,135.64920669006418,135.67549968420505,135.6251304655883,135.23830276900125,133.78197857941936,132.59441051902155,132.77628693087192,132.85894769662727,132.29421406973987,131.66655775388315,131.35310881681966,131.1452526915704,130.717667917601,130.09165636907844,130.59413365843608,131.39677820619096,132.0007984196569,132.62868079111274,133.2515537982919,133.8751390283004,134.45815813796233,135.003546027451
794436,1613461,49.59034558253013,50.530913436743646,50.976432639404116,51.10471058051564,50.85896984726432,48.97171956997593,41.86662276625825,36.07273010795366,36.96006654152671,37.363350883545245,34.60813530994302,31.545933284096698,30.016682409332397,29.002596464934392,26.9165010525383,23.862323497625226,26.313803606309456,30.22973609687114,33.17662259287155,36.23992749603504,39.27879277348484,42.32113283504148,45.16555940036172,47.82639122483681
794436,1337200,104.07466805886403,105.45338864019566,106.10644784409548,106.29448259007263,105.9342663599651,103.16786222679703,92.75293771948415,84.26002674209357,85.56071865714475,86.15186837588,82.11316728662456,77.62447363383119,75.38283881119531,73.89635258213985,70.83847359254062,66.3615425182581,69.95501646639151,75.69514111094156,80.01480081936452,84.50511111220044,88.95959686051194,93.41917608117883,97.58864607754887,101.48899583268005
794436,492484,76.61961921923408,77.18921776448761,77.45901976609876,77.53670361242406,77.387885466511,76.2449854538674,71.94220943919366,68.43348562438187,68.97084775030343,69.21507274003515,67.54654156968598,65.69210245465483,64.7660033224218,64.15188295236709,62.888564302003005,61.038984726822726,62.52357671810665,64.89502651829153,66.67963169444084,68.534738701015,70.37504531313522,72.21745621997853,73.94001268034327,75.5513859901962
1394577,1492778,71.662887601463,72.25293327398204,72.53242047565104,72.61289297287007,72.45873263710371,71.27480544451906,66.81757080367754,63.18289280064174,63.739544849032285,63.99253688967745,62.2641097285978,60.34310100430911,59.383757287842066,58.74759157117003,57.43892302053645,55.522948281118936,57.06083331824382,59.51741208561482,61.36608001167719,63.28778060310273,65.19414950386316,67.10269823813162,68.88709005861202,70.55630753856222
1394577,1337200,17.251505776549052,17.377109558322907,17.43660435867819,17.453734642739665,17.420918333640888,17.16889422828871,16.22007695325809,15.446358368453438,15.564853606477168,15.618708347802626,15.250775833315373,14.841848233590552,14.63763150186737,14.502210086932232,14.223632128133996,13.815776119248088,14.143147686556851,14.666082770700182,15.059611091594649,15.468685969967412,15.874497171614435,16.280772397226038,16.660618180793644,17.015946654248392
1492778,1757353,158.2490257334337,158.5557326424164,158.70101064328392,158.74284040668985,158.6627075588905,158.04729985977474,155.73042046725809,153.8411076438979,154.1304564809326,154.26196224463428,153.36352238367704,152.3649782448141,151.866309481304,151.5356292820438,150.85538077800157,149.859453314443,150.6588490020574,151.93578350984924,152.89672475854505,153.89562853131574,154.88656286091893,155.8786302722961,156.80616067403096,157.67382322549022
1492778,1337200,65.45190440903616,65.9017412088774,66.1148156101498,66.17616592981184,66.05863775303946,65.15603979433632,61.75795001864526,58.986957877716975,59.411336172034524,59.604211292130344,58.28649949605972,56.82196809239408,56.090587239245934,55.60558961366428,54.60789180773572,53.14719819451642,54.31964520301757,56.19248248111229,57.60186297919945,59.06692184592981,60.520292196014495,61.97532439936767,63.33570232191214,64.6082740640524
1492778,344649,63.303144430593804,63.66242966683065,63.832612467846914,63.88161304783672,63.787743140414634,63.066836978593294,60.352778261645234,58.13958323999472,58.478534734806786,58.63258434371449,57.58012622087886,56.41040308678228,55.826248249527595,55.43888001610848,54.6420174828019,53.475359596918956,54.41179454526728,55.90763211153774,57.03330614572423,58.20345056525562,59.36425935136222,60.52639546183262,61.61293107529345,62.629335778431454
1492778,892553,58.65451732964717,59.031328674968734,59.20981307603458,59.261203928219004,59.16275500092267,58.40668268486614,55.56023085977428,53.23907510536033,53.594560819431514,53.756125043407884,52.652327499946125,51.42554470077167,50.81289450560212,50.4066302607967,49.570896384402,48.347328357744274,49.32944305967057,50.898248312100556,52.07883327478395,53.30605790990224,54.523491514843315,55.74231719167812,56.88185454238095,57.94783996274519
1613461,1405705,64.81111606992255,65.05940261528947,65.17700861599177,65.21087080541562,65.14600135719711,64.64781417219862,62.772245140161345,61.24280142601262,61.47703619885022,61.583493245656356,60.8561847867862,60.04783953151621,59.64415529438899,59.37646179974976,58.82578443933465,58.0195574450253,58.66668728737983,59.7003961746399,60.47830099501268,61.286937382493726,62.089122315982024,62.892224506144494,63.64308245040605,64.3454759444445
