u,v,diff_hour_00_aug,diff_hour_01_aug,diff_hour_02_aug,diff_hour_03_aug,diff_hour_04_aug,diff_hour_05_aug,diff_hour_06_aug,diff_hour_07_aug,diff_hour_08_aug,diff_hour_09_aug,diff_hour_10_aug,diff_hour_11_aug,diff_hour_12_aug,diff_hour_13_aug,diff_hour_14_aug,diff_hour_15_aug,diff_hour_16_aug,diff_hour_17_aug,diff_hour_18_aug,diff_hour_19_aug,diff_hour_20_aug,diff_hour_21_aug,diff_hour_22_aug,diff_hour_23_aug
794436,735703,233.45504883962997,234.26417087570806,234.64742807799672,234.75777897764857,234.5463808934541,232.92287677292964,226.8107282802905,221.8265411177117,222.58987090684133,222.93679563584485,220.5666257169386,217.93237117917639,216.61683548877355,215.74446962977277,213.94990929053762,211.3225577914354,213.43143974828487,216.80011459265003,219.3351691249237,221.97037241118545,224.58455154737675,227.2017198612003,229.6486333972056,231.93760984248388
794436,1394577,138.94614705783133,139.10972407595543,139.1872056764181,139.20951488356795,139.16677736474162,138.83855992521322,137.602890915871,136.59525741007891,136.74957678983074,136.8197131971383,136.34054527129445,135.80798839723423,135.54203172336216,135.36566895042338,135.00286974826753,134.47170843436962,134.8980528010973,135.5790845385863,136.09158653789072,136.62433521670175,137.15283352582347,137.68193614522463,138.17661902614987,138.63937238692816
794436,1613461,51.17674946949226,52.05013390554767,52.4638303080181,52.582945539050236,52.354757715316865,50.60231102926336,44.00472114009695,38.62467795738554,39.44863321713194,39.82311153472058,37.26469707351852,34.42122376380408,33.00120509438008,32.05955386029622,30.122465263071277,27.28644324779485,29.562817634430207,33.19904066138034,35.9354352648093,38.77993267488968,41.60173614680735,44.42676620396709,47.06801944319303,49.53879185163418
794436,1337200,107.55022163089502,108.82962759407988,109.43564439769878,109.61013426790637,109.27586581708626,106.70873655791758,97.04403966341962,89.16290617168853,90.36990417760467,90.91847107761745,87.17069337191009,83.00533782122471,80.92517669343974,79.54576786223996,76.70815981680676,72.55371954024798,75.88834155143958,81.2149826410856,85.22348042135945,89.39033615920295,93.52394793411914,97.66228627872104,101.53141309738646,105.15080545490225
794436,492484,78.7817095557229,79.29288773736069,79.53501773880659,79.60473401114982,79.47117926481758,78.44549976629128,74.58403411209689,71.43517940649656,71.91742746822105,72.1366037410572,70.63920397279513,68.9749637413569,68.14384913550674,67.59271547007305,66.45896796333604,64.79908885740502,66.13141500342905,68.25963918308216,69.86120793090846,71.52604755219296,73.1776047681983,74.8310504538269,76.37693445671833,77.82303870915045
1394577,1492778,74.44118697160069,74.9669702441424,75.21601824562963,75.28772641146837,75.15035581524093,74.0953711881853,70.12357794387107,66.88475596096788,67.38078253874164,67.60622099080169,66.06603837201784,64.35424841968138,63.4993876822355,62.93250734064655,61.76636704800278,60.05906282475944,61.42945543209845,63.61848601688449,65.26581387179155,66.97822033939846,68.67696490443251,70.3776518953648,71.96770401262457,73.45512552941187
1394577,1337200,17.700132877495697,17.808210550184832,17.859403750490536,17.874143762357388,17.845906473132857,17.629048522015868,16.812624355129056,16.146866503087843,16.248827521852448,16.29516764810924,15.978574554248112,15.626706619601174,15.450985245792854,15.334459842244016,15.094753226533905,14.743807358422776,15.025499172153573,15.475466570137367,15.814083962534932,16.166078625320797,16.51526500813335,16.864850667380544,17.191694713706163,17.497442469934665
1492778,1757353,164.85438445215146,165.1231181247839,165.25040932554404,165.28706016586162,165.2168485277898,164.67763416285027,162.6476065046452,160.99220860227248,161.24573329757905,161.36095739529864,160.573752945698,159.6988380811705,159.26190925980924,158.97217041855268,158.37614315786809,157.5035209993215,158.20394388751697,159.32278174196318,160.164749312249,161.03997928458145,161.90822650670995,162.77746652429755,163.59015982867479,164.35039749281052
1492778,1337200,68.40589022870053,68.80022768310681,68.98701368422222,69.04079480860128,68.9377668614307,68.14652839113899,65.16768345790331,62.73856697072592,63.110586904056234,63.279665743101276,62.12452877901338,60.840686314761044,60.19954076167663,59.77438050548492,58.89977528600209,57.61929711856959,58.64709157407385,60.288864512663366,61.52436040384367,62.808665254548856,64.0827236783244,65.35823892152361,66.55077800946843,67.66634414705892
1492778,344649,65.53281669978485,65.84536564512909,65.99341084601316,66.03603736681731,65.95437817905987,65.32724842853237,62.9662379999678,61.040938265686464,61.33579850914086,61.469809144532114,60.55425614336615,59.536692116143925,59.028524899995546,58.69154603027322,57.99834041186831,56.98344290138478,57.79806517352519,59.09932224337022,60.07856713489831,61.096497646197975,62.10630691541266,63.117270848911296,64.06246849639349,64.94665795359484
