,u,v,length,traffic_id,volume,Name,CS_id,geometry,Level,PowerKW_list,Number_Of_Chargers,vol_jan,vol_feb,vol_mar,vol_apr,vol_may,vol_jun,vol_jul,vol_aug,vol_sep,vol_oct,vol_nov,vol_dec,range,actual_range_jan,actual_range_feb,actual_range_mar,actual_range_apr,actual_range_may,actual_range_jun,actual_range_jul,actual_range_aug,actual_range_sep,actual_range_oct,actual_range_nov,actual_range_dec,charge_prob_jan,charge_prob_feb,charge_prob_mar,charge_prob_apr,charge_prob_may,charge_prob_jun,charge_prob_jul,charge_prob_aug,charge_prob_sep,charge_prob_oct,charge_prob_nov,charge_prob_dec,charge_cars_jan,charge_cars_feb,charge_cars_mar,charge_cars_apr,charge_cars_may,charge_cars_jun,charge_cars_jul,charge_cars_aug,charge_cars_sep,charge_cars_oct,charge_cars_nov,charge_cars_dec,new_id
703,948003,952209,18668.40854349309,30202V2680855,0,Circle K Telemarksporten,45175,"LINESTRING (10.006456163339168 59.056550188650505, 9.697616248399342 59.109613684984566)",2,"[50.0, 50.0]",2,0,0,0,0,0,10078,11010,9960,7932,7835,7226,6496,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07778503559788787,0.07778503559788787,0.07778503559788787,0.06914225386478921,0.0622280284783103,0.05926478902696219,0.05657093498028209,0.05657093498028209,0.06100787105716696,0.06763916138946771,0.07588783960769549,0.07778503559788787,0,0,0,0,0,298,311,281,241,264,274,252,948003_952209
704,948003,952209,18668.40854349309,30202V2680855,0,Porsgrunn Supercharger,164065,"LINESTRING (10.006456163339168 59.056550188650505, 9.697616248399342 59.109613684984566)",3,[120.0],1,0,0,0,0,0,10078,11010,9960,7932,7835,7226,6496,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07778503559788787,0.07778503559788787,0.07778503559788787,0.06914225386478921,0.0622280284783103,0.05926478902696219,0.05657093498028209,0.05657093498028209,0.06100787105716696,0.06763916138946771,0.07588783960769549,0.07778503559788787,0,0,0,0,0,298,311,281,241,264,274,252,948003_952209
705,948003,952209,18668.40854349309,63083V2680826,8518,Circle K Telemarksporten,45175,"LINESTRING (10.006456163339168 59.056550188650505, 9.697616248399342 59.109613684984566)",2,"[50.0, 50.0]",2,8517,8517,8517,8517,8518,10157,10939,9563,7783,7634,7128,6414,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07778503559788787,0.07778503559788787,0.07778503559788787,0.06914225386478921,0.0622280284783103,0.05926478902696219,0.05657093498028209,0.05657093498028209,0.06100787105716696,0.06763916138946771,0.07588783960769549,0.07778503559788787,331,331,331,294,265,300,309,270,237,258,270,249,948003_952209
706,948003,952209,18668.40854349309,63083V2680826,8518,Porsgrunn Supercharger,164065,"LINESTRING (10.006456163339168 59.056550188650505, 9.697616248399342 59.109613684984566)",3,[120.0],1,8517,8517,8517,8517,8518,10157,10939,9563,7783,7634,7128,6414,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07778503559788787,0.07778503559788787,0.07778503559788787,0.06914225386478921,0.0622280284783103,0.05926478902696219,0.05657093498028209,0.05657093498028209,0.06100787105716696,0.06763916138946771,0.07588783960769549,0.07778503559788787,331,331,331,294,265,300,309,270,237,258,270,249,948003_952209
707,948003,952209,18668.40854349309,17769V1175834,9653,Circle K Telemarksporten,45175,"LINESTRING (10.006456163339168 59.056550188650505, 9.697616248399342 59.109613684984566)",2,"[50.0, 50.0]",2,9653,9681,10311,11719,12434,13014,14140,12320,11138,10902,10490,9460,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07778503559788787,0.07778503559788787,0.07778503559788787,0.06914225386478921,0.0622280284783103,0.05926478902696219,0.05657093498028209,0.05657093498028209,0.06100787105716696,0.06763916138946771,0.07588783960769549,0.07778503559788787,375,376,401,405,386,385,399,348,339,368,398,367,948003_952209
708,948003,952209,18668.40854349309,17769V1175834,9653,Porsgrunn Supercharger,164065,"LINESTRING (10.006456163339168 59.056550188650505, 9.697616248399342 59.109613684984566)",3,[120.0],1,9653,9681,10311,11719,12434,13014,14140,12320,11138,10902,10490,9460,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07778503559788787,0.07778503559788787,0.07778503559788787,0.06914225386478921,0.0622280284783103,0.05926478902696219,0.05657093498028209,0.05657093498028209,0.06100787105716696,0.06763916138946771,0.07588783960769549,0.07778503559788787,375,376,401,405,386,385,399,348,339,368,398,367,948003_952209
709,952209,960522,17210.238230505132,68462V521378,6960,Langrønningen Næringspark,215478,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",12,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,249,276,296,298,322,339,418,321,273,298,301,287,952209_960522
710,952209,960522,17210.238230505132,68462V521378,6960,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",2,"[50.0, 50.0]",2,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,249,276,296,298,322,339,418,321,273,298,301,287,952209_960522
711,952209,960522,17210.238230505132,68462V521378,6960,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,[120.0],1,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,249,276,296,298,322,339,418,321,273,298,301,287,952209_960522
712,952209,960522,17210.238230505132,68462V521378,6960,Langrønningen Næringspark,215478,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",12,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,249,276,296,298,322,339,418,321,273,298,301,287,952209_960522
713,952209,960522,17210.238230505132,68462V521378,6960,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",2,"[50.0, 50.0]",2,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,249,276,296,298,322,339,418,321,273,298,301,287,952209_960522
714,952209,960522,17210.238230505132,68462V521378,6960,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,[120.0],1,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,249,276,296,298,322,339,418,321,273,298,301,287,952209_960522
715,952209,960522,17210.238230505132,14213V521376,18557,Langrønningen Næringspark,215478,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",12,15757,15757,15757,15757,15757,18557,20667,17661,12931,14317,13525,12645,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,564,564,564,502,451,506,538,460,363,446,473,453,952209_960522
716,952209,960522,17210.238230505132,14213V521376,18557,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",2,"[50.0, 50.0]",2,15757,15757,15757,15757,15757,18557,20667,17661,12931,14317,13525,12645,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,564,564,564,502,451,506,538,460,363,446,473,453,952209_960522
717,952209,960522,17210.238230505132,14213V521376,18557,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,[120.0],1,15757,15757,15757,15757,15757,18557,20667,17661,12931,14317,13525,12645,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,564,564,564,502,451,506,538,460,363,446,473,453,952209_960522
718,952209,960522,17210.238230505132,32825V521440,10926,Langrønningen Næringspark,215478,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",12,10926,10960,10999,12630,12968,13819,11520,12800,11580,11347,11267,9903,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,391,392,394,402,371,377,300,333,325,353,394,355,952209_960522
719,952209,960522,17210.238230505132,32825V521440,10926,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",2,"[50.0, 50.0]",2,10926,10960,10999,12630,12968,13819,11520,12800,11580,11347,11267,9903,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,391,392,394,402,371,377,300,333,325,353,394,355,952209_960522
720,952209,960522,17210.238230505132,32825V521440,10926,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.536541500417787 58.97930612234564)",3,[120.0],1,10926,10960,10999,12630,12968,13819,11520,12800,11580,11347,11267,9903,300,240,240,240,270,300,315,330,330,306,276,245,240,0.07170932596043805,0.07170932596043805,0.07170932596043805,0.06374162307594493,0.05736746076835044,0.054635676922238516,0.052152237062136765,0.052152237062136765,0.056242608596422,0.06235593561777222,0.06996031801018347,0.07170932596043805,391,392,394,402,371,377,300,333,325,353,394,355,952209_960522
721,952209,951596,19940.18029472613,14213V521376,18557,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.769919623631889 59.284727267546515)",2,"[50.0, 50.0]",2,15757,15757,15757,15757,15757,18557,20667,17661,12931,14317,13525,12645,300,240,240,240,270,300,315,330,330,306,276,245,240,0.08308408456135888,0.08308408456135888,0.08308408456135888,0.07385251961009678,0.0664672676490871,0.06330215966579725,0.060424788771897366,0.060424788771897366,0.06516398789126186,0.07224703005335555,0.08105764347449648,0.08308408456135888,654,654,654,581,523,587,624,533,421,517,548,525,952209_951596
722,952209,951596,19940.18029472613,14213V521376,18557,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.769919623631889 59.284727267546515)",3,[120.0],1,15757,15757,15757,15757,15757,18557,20667,17661,12931,14317,13525,12645,300,240,240,240,270,300,315,330,330,306,276,245,240,0.08308408456135888,0.08308408456135888,0.08308408456135888,0.07385251961009678,0.0664672676490871,0.06330215966579725,0.060424788771897366,0.060424788771897366,0.06516398789126186,0.07224703005335555,0.08105764347449648,0.08308408456135888,654,654,654,581,523,587,624,533,421,517,548,525,952209_951596
723,952209,951596,19940.18029472613,32825V521440,10926,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.769919623631889 59.284727267546515)",2,"[50.0, 50.0]",2,10926,10960,10999,12630,12968,13819,11520,12800,11580,11347,11267,9903,300,240,240,240,270,300,315,330,330,306,276,245,240,0.08308408456135888,0.08308408456135888,0.08308408456135888,0.07385251961009678,0.0664672676490871,0.06330215966579725,0.060424788771897366,0.060424788771897366,0.06516398789126186,0.07224703005335555,0.08105764347449648,0.08308408456135888,453,455,456,466,430,437,348,386,377,409,456,411,952209_951596
724,952209,951596,19940.18029472613,32825V521440,10926,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.769919623631889 59.284727267546515)",3,[120.0],1,10926,10960,10999,12630,12968,13819,11520,12800,11580,11347,11267,9903,300,240,240,240,270,300,315,330,330,306,276,245,240,0.08308408456135888,0.08308408456135888,0.08308408456135888,0.07385251961009678,0.0664672676490871,0.06330215966579725,0.060424788771897366,0.060424788771897366,0.06516398789126186,0.07224703005335555,0.08105764347449648,0.08308408456135888,453,455,456,466,430,437,348,386,377,409,456,411,952209_951596
725,952209,787061,15269.228466783434,14213V521376,18557,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.478258010098497 59.187647358683094)",2,"[50.0, 50.0]",2,15757,15757,15757,15757,15757,18557,20667,17661,12931,14317,13525,12645,300,240,240,240,270,300,315,330,330,306,276,245,240,0.0636217852782643,0.0636217852782643,0.0636217852782643,0.05655269802512383,0.050897428222611445,0.048473741164391855,0.046270389293283136,0.046270389293283136,0.04989943943393279,0.05532329154631679,0.062070034417818845,0.0636217852782643,501,501,501,445,400,449,478,408,322,396,419,402,952209_787061
726,952209,787061,15269.228466783434,14213V521376,18557,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.478258010098497 59.187647358683094)",3,[120.0],1,15757,15757,15757,15757,15757,18557,20667,17661,12931,14317,13525,12645,300,240,240,240,270,300,315,330,330,306,276,245,240,0.0636217852782643,0.0636217852782643,0.0636217852782643,0.05655269802512383,0.050897428222611445,0.048473741164391855,0.046270389293283136,0.046270389293283136,0.04989943943393279,0.05532329154631679,0.062070034417818845,0.0636217852782643,501,501,501,445,400,449,478,408,322,396,419,402,952209_787061
727,952209,787061,15269.228466783434,32825V521440,10926,Circle K Telemarksporten,45175,"LINESTRING (9.697616248399342 59.109613684984566, 9.478258010098497 59.187647358683094)",2,"[50.0, 50.0]",2,10926,10960,10999,12630,12968,13819,11520,12800,11580,11347,11267,9903,300,240,240,240,270,300,315,330,330,306,276,245,240,0.0636217852782643,0.0636217852782643,0.0636217852782643,0.05655269802512383,0.050897428222611445,0.048473741164391855,0.046270389293283136,0.046270389293283136,0.04989943943393279,0.05532329154631679,0.062070034417818845,0.0636217852782643,347,348,349,357,330,334,266,296,288,313,349,315,952209_787061
728,952209,787061,15269.228466783434,32825V521440,10926,Porsgrunn Supercharger,164065,"LINESTRING (9.697616248399342 59.109613684984566, 9.478258010098497 59.187647358683094)",3,[120.0],1,10926,10960,10999,12630,12968,13819,11520,12800,11580,11347,11267,9903,300,240,240,240,270,300,315,330,330,306,276,245,240,0.0636217852782643,0.0636217852782643,0.0636217852782643,0.05655269802512383,0.050897428222611445,0.048473741164391855,0.046270389293283136,0.046270389293283136,0.04989943943393279,0.05532329154631679,0.062070034417818845,0.0636217852782643,347,348,349,357,330,334,266,296,288,313,349,315,952209_787061
729,960522,1108728,15119.71078664201,68462V521378,6960,Langrønningen Næringspark,215478,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",12,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
730,960522,1108728,15119.71078664201,68462V521378,6960,Recharge Rema Kragerø,242834,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[22.0, 50.0, 50.0, 22.0, 50.0, 50.0]",6,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
731,960522,1108728,15119.71078664201,68462V521378,6960,"Fortum hurtigladestasjon Rema 1000, Kragerø",69300,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 50.0, 50.0]",4,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
732,960522,1108728,15119.71078664201,68462V521378,6960,Recharge Kammerfossveien 1J,167872,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 22.0, 22.0]",4,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
733,960522,1108728,15119.71078664201,68462V521378,6960,Langrønningen Næringspark,215478,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",12,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
734,960522,1108728,15119.71078664201,68462V521378,6960,Recharge Rema Kragerø,242834,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[22.0, 50.0, 50.0, 22.0, 50.0, 50.0]",6,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
735,960522,1108728,15119.71078664201,68462V521378,6960,"Fortum hurtigladestasjon Rema 1000, Kragerø",69300,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 50.0, 50.0]",4,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
736,960522,1108728,15119.71078664201,68462V521378,6960,Recharge Kammerfossveien 1J,167872,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 22.0, 22.0]",4,6960,7698,8281,9352,11252,12411,16061,12337,9742,9560,8620,8010,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,219,242,260,261,283,297,367,282,240,261,264,252,960522_1108728
737,960522,1108728,15119.71078664201,20724V1734407,4852,Langrønningen Næringspark,215478,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",12,4852,5150,5092,5791,6259,6606,6996,6291,5635,5771,5600,4945,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,152,162,160,162,157,158,160,144,139,158,172,155,960522_1108728
738,960522,1108728,15119.71078664201,20724V1734407,4852,Recharge Rema Kragerø,242834,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[22.0, 50.0, 50.0, 22.0, 50.0, 50.0]",6,4852,5150,5092,5791,6259,6606,6996,6291,5635,5771,5600,4945,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,152,162,160,162,157,158,160,144,139,158,172,155,960522_1108728
739,960522,1108728,15119.71078664201,20724V1734407,4852,"Fortum hurtigladestasjon Rema 1000, Kragerø",69300,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 50.0, 50.0]",4,4852,5150,5092,5791,6259,6606,6996,6291,5635,5771,5600,4945,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,152,162,160,162,157,158,160,144,139,158,172,155,960522_1108728
740,960522,1108728,15119.71078664201,20724V1734407,4852,Recharge Kammerfossveien 1J,167872,"LINESTRING (9.536541500417787 58.97930612234564, 9.36679337957098 58.87576880429008)",3,"[50.0, 50.0, 22.0, 22.0]",4,4852,5150,5092,5791,6259,6606,6996,6291,5635,5771,5600,4945,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06299879494434171,0.06299879494434171,0.06299879494434171,0.055998928839414853,0.05039903595547337,0.04799908186235559,0.0458173054140667,0.0458173054140667,0.04941081956418958,0.054781560821166704,0.061462238970089476,0.06299879494434171,152,162,160,162,157,158,160,144,139,158,172,155,960522_1108728
741,1108728,778833,15886.32558221986,24748V22148,17461,Recharge Kammerfossveien 1J,167872,"LINESTRING (9.36679337957098 58.87576880429008, 9.099982589468569 58.8406809050877)",3,"[50.0, 50.0, 22.0, 22.0]",4,17461,14267,12099,6680,5592,0,0,0,8049,7757,7053,6675,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06619302325924942,0.06619302325924942,0.06619302325924942,0.05883824289711059,0.05295441860739954,0.0504327796260948,0.048140380552181394,0.048140380552181394,0.051916096673921115,0.057559150660216885,0.06457855927731651,0.06619302325924942,577,472,400,196,148,0,0,0,208,223,227,220,1108728_778833
742,1108728,778833,15886.32558221986,24748V22148,17461,Recharge Rema Kragerø,242834,"LINESTRING (9.36679337957098 58.87576880429008, 9.099982589468569 58.8406809050877)",3,"[22.0, 50.0, 50.0, 22.0, 50.0, 50.0]",6,17461,14267,12099,6680,5592,0,0,0,8049,7757,7053,6675,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06619302325924942,0.06619302325924942,0.06619302325924942,0.05883824289711059,0.05295441860739954,0.0504327796260948,0.048140380552181394,0.048140380552181394,0.051916096673921115,0.057559150660216885,0.06457855927731651,0.06619302325924942,577,472,400,196,148,0,0,0,208,223,227,220,1108728_778833
743,1108728,778833,15886.32558221986,24748V22148,17461,"Fortum hurtigladestasjon Rema 1000, Kragerø",69300,"LINESTRING (9.36679337957098 58.87576880429008, 9.099982589468569 58.8406809050877)",3,"[50.0, 50.0, 50.0, 50.0]",4,17461,14267,12099,6680,5592,0,0,0,8049,7757,7053,6675,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06619302325924942,0.06619302325924942,0.06619302325924942,0.05883824289711059,0.05295441860739954,0.0504327796260948,0.048140380552181394,0.048140380552181394,0.051916096673921115,0.057559150660216885,0.06457855927731651,0.06619302325924942,577,472,400,196,148,0,0,0,208,223,227,220,1108728_778833
744,1108728,778833,15886.32558221986,20724V1734407,4852,Recharge Kammerfossveien 1J,167872,"LINESTRING (9.36679337957098 58.87576880429008, 9.099982589468569 58.8406809050877)",3,"[50.0, 50.0, 22.0, 22.0]",4,4852,5150,5092,5791,6259,6606,6996,6291,5635,5771,5600,4945,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06619302325924942,0.06619302325924942,0.06619302325924942,0.05883824289711059,0.05295441860739954,0.0504327796260948,0.048140380552181394,0.048140380552181394,0.051916096673921115,0.057559150660216885,0.06457855927731651,0.06619302325924942,160,170,168,170,165,166,168,151,146,166,180,163,1108728_778833
745,1108728,778833,15886.32558221986,20724V1734407,4852,Recharge Rema Kragerø,242834,"LINESTRING (9.36679337957098 58.87576880429008, 9.099982589468569 58.8406809050877)",3,"[22.0, 50.0, 50.0, 22.0, 50.0, 50.0]",6,4852,5150,5092,5791,6259,6606,6996,6291,5635,5771,5600,4945,300,240,240,240,270,300,315,330,330,306,276,245,240,0.06619302325924942,0.06619302325924942,0.06619302325924942,0.05883824289711059,0.05295441860739954,0.0504327796260948,0.048140380552181394,0.048140380552181394,0.051916096673921115,0.057559150660216885,0.06457855927731651,0.06619302325924942,160,170,168,170,165,166,168,151,146,166,180,163,1108728_778833
